doc,start,end,surfaceform,class,link,
81,952,963,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
81,557,573,Schwarzen Elster,Location,http://de.dbpedia.org/resource/Schwarze_Elster,
81,577,584,Sachsen,Location,http://de.dbpedia.org/resource/Sachsen,
81,820,841,Deutsche Wetterdienst,Organisation,http://de.dbpedia.org/resource/Deutscher_Wetterdienst,
81,845,852,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
81,638,649,Liebenwerda,Location,http://de.dbpedia.org/resource/Bad_Liebenwerda,
81,1130,1141,Liebenwerda,Location,http://de.dbpedia.org/resource/Bad_Liebenwerda,
81,1275,1282,Spanien,Location,http://de.dbpedia.org/resource/Spanien,
81,1288,1295,Italien,Location,http://de.dbpedia.org/resource/Italien,
81,1661,1666,Spree,Location,http://de.dbpedia.org/resource/Spree,
81,1682,1689,Lausitz,Location,http://de.dbpedia.org/resource/Lausitz,
81,1700,1704,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
81,1724,1739,Landesumweltamt,Organisation,http://de.dbpedia.org/resource/Landesamt_f%C3%BCr_Umwelt_Gesundheit_und_Verbraucherschutz,
82,159,173,Hasso Plattner,Person,http://de.dbpedia.org/resource/Hasso_Plattner,
82,188,204,Palais Barberini,Location,http://de.dbpedia.org/resource/Palast_Barberini,
82,217,224,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
82,490,493,DDR,Location,http://de.dbpedia.org/resource/Deutsche_Demokratische_Republik,
82,1109,1154,Bundesinnenminister Hans-Peter Friedrich,Person,http://de.dbpedia.org/resource/Hans-Peter_Friedrich,
82,1208,1225,Regierungsviertel,Location,http://de.dbpedia.org/resource/Regierungsviertel_(Berlin),
82,1402,1414,Sarah Kirsch,Person,http://de.dbpedia.org/resource/Sarah_Kirsch,
82,1575,1593,Schleswig-Holstein,Location,http://de.dbpedia.org/resource/Schleswig-Holstein,
82,1665,1672,Berlins,Location,http://de.dbpedia.org/resource/Berlin,
84,814,836,Bundeskanzlerin Merkel,Person,http://de.dbpedia.org/resource/Angela_Merkel,
84,197,208,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
84,238,241,rbb,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
84,401,404,rbb,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
84,694,717,Schlüterhof im Zeughaus,Location,http://de.dbpedia.org/resource/Zeughaus,
84,751,779,US-Botschafter Philip Murphy,Person,http://de.dbpedia.org/resource/Phillip_D._Murphy,
85,83,106,Berliner Wasserbetriebe,Organisation,http://de.dbpedia.org/resource/Berliner_Wasserbetriebe,
85,5,13,Karstadt,Location,http://de.dbpedia.org/resource/Karstadt,
85,159,169,Tiergarten,Location,http://de.dbpedia.org/resource/Berlin-Tiergarten,
85,536,551,Bundesregierung,Organisation,http://de.dbpedia.org/resource/Bundesregierung,
85,780,786,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
85,888,899,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
85,791,802,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
85,1132,1143,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
85,1180,1191,Mittenwalde,Location,http://de.dbpedia.org/resource/Mittenwalde,
85,1677,1688,Elbe-Elster,Location,http://de.dbpedia.org/resource/Elbe-Elster-Land,
85,2378,2385,Polizei,Organisation,http://de.dbpedia.org/resource/Polizei,
85,1560,1574,Südbrandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
86,125,128,rbb,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
86,192,203,Walter Jens,Person,http://de.dbpedia.org/resource/Walter_Jens,
86,438,454,Berliner Piraten,Organisation,http://de.dbpedia.org/resource/Piratenpartei_Berlin,
86,866,883,Christopher Lauer,Person,http://de.dbpedia.org/resource/Christopher_Lauer,
86,1050,1055,Lauer,Person,http://de.dbpedia.org/resource/Christopher_Lauer,
86,1135,1140,Lauer,Person,http://de.dbpedia.org/resource/Christopher_Lauer,
86,1676,1681,Lauer,Person,http://de.dbpedia.org/resource/Christopher_Lauer,
86,1883,1895,Andreas Baum,Person,http://de.dbpedia.org/resource/Andreas_Baum,
86,2029,2034,Lauer,Person,http://de.dbpedia.org/resource/Christopher_Lauer,
86,1779,1785,Lauers,Person,http://de.dbpedia.org/resource/Christopher_Lauer,
87,118,129,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
87,265,276,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
87,1528,1539,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
87,144,164,Innenminister Woidke,Person,http://de.dbpedia.org/resource/Dietmar_Woidke,
87,672,679,Polizei,Organisation,http://de.dbpedia.org/resource/Polizei,
87,1677,1684,Polizei,Organisation,http://de.dbpedia.org/resource/Polizei,
87,1708,1724,Sonderkommission,Organisation,http://de.dbpedia.org/resource/Sonderkommission,
87,1781,1791,Soko Villa,Organisation,http://de.dbpedia.org/resource/Sonderkommission,
87,1739,1749,Straußberg,Location,http://de.dbpedia.org/resource/Strausberg,
87,287,293,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
87,1942,1948,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
87,645,656,Petershagen,Location,http://de.dbpedia.org/resource/Petershagen,
88,69,72,RBB,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
88,184,188,Ulli,Person,http://de.dbpedia.org/resource/Ulli_Zelle,
88,339,348,Anna Loos,Person,http://de.dbpedia.org/resource/Anna_Loos,
88,355,368,Sascha Hingst,Person,http://de.dbpedia.org/resource/Sascha_Hingst,
88,514,519,Silly,Organisation,http://de.dbpedia.org/resource/Silly_(Band),
89,117,128,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
89,302,319,Haasenburg-Heimen,Location,http://de.dbpedia.org/resource/Haasenburg,
89,535,561,Jugendzentrum Haasenburg,Organisation,http://de.dbpedia.org/resource/Haasenburg,
89,1837,1852,Landesjugendamt,Organisation,http://de.dbpedia.org/resource/Landesjugendamt,
90,187,197,BR Volleys,Organisation,http://de.dbpedia.org/resource/Berlin_Recycling_Volleys,
90,405,432,Max-Schmeling- Halle,Location,http://de.dbpedia.org/resource/Max-Schmeling-Halle,
90,684,699,Friedrichshafen,Location,http://de.dbpedia.org/resource/Friedrichshafen,
90,1030,1045,Friedrichshafen,Location,http://de.dbpedia.org/resource/Friedrichshafen,
90,1358,1373,Friedrichshafen,Location,http://de.dbpedia.org/resource/Friedrichshafen,
90,769,784,Friedrichshafen,Organisation,http://de.dbpedia.org/resource/VfB_Friedrichshafen,
91,42,48,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
91,139,176,Brandenburger Haasenburg Heime,Location,http://de.dbpedia.org/resource/Haasenburg,
91,542,560,Staatsanwaltschaft,Organisation,http://de.dbpedia.org/resource/Staatsanwaltschaft,
91,608,618,Haasenburg,Location,http://de.dbpedia.org/resource/Haasenburg,
91,1144,1154,Haasenburg,Location,http://de.dbpedia.org/resource/Haasenburg,
91,1227,1237,Haasenburg,Location,http://de.dbpedia.org/resource/Haasenburg,
91,1854,1864,Haasenburg,Location,http://de.dbpedia.org/resource/Haasenburg,
91,1008,1011,FDP,Organisation,http://de.dbpedia.org/resource/FDP,
91,1016,1021,Linke,Organisation,http://de.dbpedia.org/resource/Linke,
91,1058,1080,Jugendministerin Münch,Person,http://de.dbpedia.org/resource/Martina_M%C3%BCnch,
91,1469,1484,Landesjugendamt,Organisation,http://de.dbpedia.org/resource/Landesjugendamt,
91,2303,2318,Landesjugendamt,Organisation,http://de.dbpedia.org/resource/Landesjugendamt,
91,1943,1957,Sylvia Lehmann,Person,http://de.dbpedia.org/resource/Sylvia_Lehmann,
91,1994,2022,Landkreis Dahme-Spreewald,Location,http://de.dbpedia.org/resource/Landkreis_Dahme-Spreewald,
91,2672,2675,CDU,Organisation,http://de.dbpedia.org/resource/Christlich_Demokratische_Union_Deutschlands,
92,294,301,Polizei,Organisation,http://de.dbpedia.org/resource/RBB_Aktuell,
92,2063,2070,Polizei,Organisation,http://de.dbpedia.org/resource/RBB_Aktuell,
92,1498,1513,Prenzlauer Berg,Location,http://de.dbpedia.org/resource/Berlin-Prenzlauer_Berg,
92,2144,2153,Kreuzberg,Location,http://de.dbpedia.org/resource/Kreuzberg_(Berlin),
93,187,193,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
93,2181,2187,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
93,198,209,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
93,495,511,Tempelhofer Feld,Location,http://de.dbpedia.org/resource/Tempelhofer_Feld,
93,2153,2163,Frankreich,Location,http://de.dbpedia.org/resource/Frankreich,
94,39,47,Schweden,Location,http://de.dbpedia.org/resource/Schweden,
94,88,106,uropäischen Union,Location,http://de.dbpedia.org/resource/Europ%C3%A4ische_Union,
94,390,415,berlandesgericht München,Organisation,http://de.dbpedia.org/resource/Oberlandesgericht_M%C3%BCnchen,
94,558,561,DR.,Organisation,http://de.dbpedia.org/resource/Westdeutscher_Rundfunk_K%C3%B6ln,
94,686,689,RD,Organisation,http://de.dbpedia.org/resource/ARD,
94,918,921,LG,Organisation,http://de.dbpedia.org/resource/Oberlandesgericht,
94,1026,1053,ranienburger Ortsteil Eden,Location,http://de.dbpedia.org/resource/Eden_Gemeinn%C3%BCtzige_Obstbau-Siedlung,
95,99,102,BSR,Organisation,http://de.dbpedia.org/resource/Bundessicherheitsrat,
95,228,231,BER,Location,http://de.dbpedia.org/resource/BER,
95,664,667,BER,Location,http://de.dbpedia.org/resource/BER,
95,825,828,BER,Location,http://de.dbpedia.org/resource/BER,
95,1444,1447,BER,Location,http://de.dbpedia.org/resource/BER,
95,2832,2835,BER,Location,http://de.dbpedia.org/resource/BER,
95,697,714,Technikchef Amann,Person,http://de.dbpedia.org/resource/Horst_Amann_(Bauingenieur),
95,543,550,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
95,1138,1145,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
95,1344,1351,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
95,1493,1500,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
95,2382,2389,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
95,2774,2781,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
95,1846,1854,Mehdorns,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
95,1242,1265,Technikchef Horst Amann,Person,http://de.dbpedia.org/resource/Horst_Amann_(Bauingenieur),
95,2176,2187,Herrn Amann,Person,http://de.dbpedia.org/resource/Horst_Amann_(Bauingenieur),
95,1948,1958,den Linken,Organisation,http://de.dbpedia.org/resource/Die_Linke,
95,2944,2950,Condor,Organisation,http://de.dbpedia.org/resource/Condor_Flugdienst,
95,2935,2942,easyjet,Organisation,http://de.dbpedia.org/resource/EasyJet,
95,2956,2965,Norwegian,Organisation,http://de.dbpedia.org/resource/Norwegian_Air_Shuttle,
96,543,565,Justizsenator Heilmann,Person,http://de.dbpedia.org/resource/Thomas_Heilmann,
96,895,906,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
96,1017,1028,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
96,1050,1073,Innenminister Woidke,Person,http://de.dbpedia.org/resource/Dietmar_Woidke,
96,1528,1531,rbb,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
96,1673,1690,Fc Bayern München,Organisation,http://de.dbpedia.org/resource/FC_Bayern_M%C3%BCnchen,
96,1848,1861,VFB Stuttgart,Organisation,http://de.dbpedia.org/resource/VfB_Stuttgart,
96,1891,1900,FC Bayern,Organisation,http://de.dbpedia.org/resource/FC_Bayern_M%C3%BCnchen,
97,246,273,Deutschen UNESCO-Kommission,Organisation,http://de.dbpedia.org/resource/Deutsche_UNESCO-Kommission,
97,1575,1586,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
98,45,56,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
98,1257,1268,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
98,116,118,EU,Location,http://de.dbpedia.org/resource/Europ%C3%A4ische_Union,
98,320,333,Brandenburgs,Location,http://de.dbpedia.org/resource/Brandenburg,
98,585,601,Jörg Vogelsänger,Person,http://de.dbpedia.org/resource/J%C3%B6rg_Vogels%C3%A4nger,
99,328,335,Charite,Organisation,http://de.dbpedia.org/resource/H%C3%B4pital_de_la_Charit%C3%A9,
99,717,723,Gerald,Person,http://de.dbpedia.org/resource/Gerald_Meyer,
99,692,704,Gerald Meyer,Person,http://de.dbpedia.org/resource/Gerald_Meyer,
100,524,531,zei gri,Organisation,http://de.dbpedia.org/resource/Polizei,
100,673,682,zberg. N,Location,http://de.dbpedia.org/resource/Berlin-Kreuzberg,
101,744,751,Tröbitz,Location,http://de.dbpedia.org/resource/Tr%C3%B6bitz,
101,170,188,Süden Brandenburgs,Location,http://de.dbpedia.org/resource/Brandenburg,
101,202,210,Mühlberg,Location,http://de.dbpedia.org/resource/M%C3%BChlberg,
102,79,94,Madeleine Wehle,Person,http://de.dbpedia.org/resource/Madeleine_Wehle,
102,1570,1578,Germania,Location,http://de.dbpedia.org/resource/Deutschland,
102,1584,1590,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
102,1174,1181,Polizei,Organisation,http://de.dbpedia.org/resource/Polizei,
102,2399,2406,Polizei,Organisation,http://de.dbpedia.org/resource/Polizei,
103,258,265,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
103,353,368,Energie Cottbus,Organisation,http://de.dbpedia.org/resource/Energie_Cottbus,
103,387,402,Christian Beeck,Person,http://de.dbpedia.org/resource/Christian_Beeck,
104,160,164,AVUS,Location,http://de.dbpedia.org/resource/AVUS,
104,377,380,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
104,509,512,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
104,677,680,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
104,554,566,Deutschlands,Location,http://de.dbpedia.org/resource/Deutschland,
104,618,632,Edward Snowden,Person,http://de.dbpedia.org/resource/Edward_Snowden,
104,752,766,Edward Snowden,Person,http://de.dbpedia.org/resource/Edward_Snowden,
104,818,830,US Botschaft,Organisation,http://de.dbpedia.org/resource/Botschaft_der_Vereinigten_Staaten_in_Berlin,
105,677,692,Place de Clichy,Location,http://de.dbpedia.org/resource/Place_de_Clichy,
105,1106,1116,Frankreich,Location,http://de.dbpedia.org/resource/Frankreich,
105,1869,1879,Frankreich,Location,http://de.dbpedia.org/resource/Frankreich,
105,3391,3401,,Location,http://de.dbpedia.org/resource/Frankreich,
105,4154,4164,,Location,http://de.dbpedia.org/resource/Frankreich,
105,1190,1215,Regisseur Olivier Assayas,Person,http://de.dbpedia.org/resource/Olivier_Assayas,
105,3475,3500,,Person,http://de.dbpedia.org/resource/Olivier_Assayas,
105,1610,1613,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
105,3895,3898,,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
105,1173,1180,Italien,Location,http://de.dbpedia.org/resource/Italien,
105,3458,3465,,Location,http://de.dbpedia.org/resource/Italien,
106,27,36,Regierung,Organisation,http://de.dbpedia.org/resource/Regierung,
106,915,930,Neue Kantstraße,Location,http://de.dbpedia.org/resource/Neue_Kantstra%C3%9Fe,
106,1097,1113,Hohenzollerndamm,Location,http://de.dbpedia.org/resource/Hohenzollerndamm,
106,1283,1289,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
106,1663,1682,Virchow-Krankenhaus,Location,http://de.dbpedia.org/resource/Rudolf-Virchow-Krankenhaus,
106,1771,1787,Dreieck Funkturm,Location,http://de.dbpedia.org/resource/Autobahndreieck_Funkturm,
106,2211,2219,A10-Ring,Location,http://de.dbpedia.org/resource/Bundesautobahn_10,
107,167,173,Goslar,Location,http://de.dbpedia.org/resource/Goslar,
107,528,539,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
107,1208,1219,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
107,962,1011,Brandenburgische Gesundheitsministerin Anita Tack,Person,http://de.dbpedia.org/resource/Anita_Tack,
107,1194,1200,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
108,24,46,Bundeskanzlerin Merkel,Person,http://de.dbpedia.org/resource/Angela_Merkel,
108,101,113,Brandenburgs,Location,http://de.dbpedia.org/resource/Brandenburg,
108,130,134,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
108,915,919,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
108,312,322,Bundeswehr,Organisation,http://de.dbpedia.org/resource/Bundeswehr,
108,453,464,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
108,1003,1014,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
108,624,633,Havelland,Location,http://de.dbpedia.org/resource/Havelland,
108,612,618,Polder,Location,http://de.dbpedia.org/resource/Polder,
108,1666,1670,Kiel,Location,http://de.dbpedia.org/resource/Kiel,
108,1615,1623,Hinzdorf,Location,http://de.dbpedia.org/resource/Hinzdorf,
109,116,124,Mercedes,Organisation,http://de.dbpedia.org/resource/Mercedes-Benz,
109,206,218,Gary Paffett,Person,http://de.dbpedia.org/resource/Gary_Paffett,
109,223,234,Jamie Green,Person,http://de.dbpedia.org/resource/Jamie_Green,
109,238,242,Audi,Organisation,http://de.dbpedia.org/resource/Audi,
109,302,311,Kreuzberg,Location,http://de.dbpedia.org/resource/Berlin-Kreuzberg,
110,143,168,Brandenburgische Betriebe,Organisation,http://de.dbpedia.org/resource/Verkehrsbetriebe_Brandenburg_an_der_Havel,
110,2244,2251,Polizei,Organisation,http://de.dbpedia.org/resource/Polizei,
110,2256,2274,Staatsanwaltschaft,Organisation,http://de.dbpedia.org/resource/Staatsanwatschaft,
110,2285,2310,Generalstaatsanwaltschaft,Organisation,http://de.dbpedia.org/resource/Generalstaatsanwaltschaft,
111,191,201,Ulli Zelle,Person,http://de.dbpedia.org/resource/Ulli_Zelle,
111,218,229,Steffi Graf,Person,http://de.dbpedia.org/resource/Steffi_Graf,
111,387,396,Radwanska,Person,http://de.dbpedia.org/resource/Agnieszka_Radwa%C5%84ska,
111,256,270,Sabine Lisicki,Person,http://de.dbpedia.org/resource/Sabine_Lisicki,
111,463,477,Sabine Lisicky,Person,http://de.dbpedia.org/resource/Sabine_Lisicki,
111,645,661,Hohenschönhausen,Location,http://de.dbpedia.org/resource/Hohensch%C3%B6nhausen,
111,506,554,Olympia-Stützpunkt im Berlin Hohenschönhausen,Location,http://de.dbpedia.org/resource/Sportforum_Hohensch%C3%B6nhausen,
111,1070,1086,Hohenschönhausen,Location,http://de.dbpedia.org/resource/Hohensch%C3%B6nhausen,
111,1049,1056,Lisicki,Person,http://de.dbpedia.org/resource/Lisicki,
112,32,54,Bundeskanzlerin Merkel,Person,http://de.dbpedia.org/resource/Angela_Merkel,
112,132,142,Westberlin,Location,http://de.dbpedia.org/resource/West-Berlin,
112,1719,1729,Westberlin,Location,http://de.dbpedia.org/resource/West-Berlin,
112,193,211,Rathaus Schöneberg,Location,http://de.dbpedia.org/resource/Rathaus_Sch%C3%B6neberg,
112,354,372,Rathaus Schöneberg,Location,http://de.dbpedia.org/resource/Rathaus_Sch%C3%B6neberg,
112,604,625,US-Botschafter Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
112,926,933,Kennedy,Person,http://de.dbpedia.org/resource/John_F._Kennedy,
112,974,981,Kennedy,Person,http://de.dbpedia.org/resource/John_F._Kennedy,
112,1161,1168,Kennedy,Person,http://de.dbpedia.org/resource/John_F._Kennedy,
112,1502,1509,Kennedy,Person,http://de.dbpedia.org/resource/John_F._Kennedy,
112,668,676,Kennedys,Person,http://de.dbpedia.org/resource/John_F._Kennedy,
112,1423,1431,Mauerbau,Location,http://de.dbpedia.org/resource/Berliner_Mauer,
112,1594,1599,J.F.K,Person,http://de.dbpedia.org/resource/John_F._Kennedy,
112,1933,1939,Türkei,Location,http://de.dbpedia.org/resource/T%C3%BCrkei,
112,2042,2048,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
112,286,304,Der Berliner Senat,Organisation,http://de.dbpedia.org/resource/Senat_von_Berlin,
113,78,95,Sebastian Brendel,Person,http://de.dbpedia.org/resource/Sebastian_Brendel,
113,290,299,Klettwitz,Location,http://de.dbpedia.org/resource/Klettwitz,
113,762,770,Mercedes,Organisation,http://de.dbpedia.org/resource/Mercedes-Benz,
113,975,983,Vietoris,Person,http://de.dbpedia.org/resource/Christian_Vietoris,
113,492,510,Christian Vietoris,Person,http://de.dbpedia.org/resource/Christian_Vietoris,
114,407,423,Land Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
114,2970,2978,Prignitz,Location,http://de.dbpedia.org/resource/Prignitz,
114,2983,2998,Frankfurt/ Oder,Location,http://de.dbpedia.org/resource/Frankfurt_(Oder),
114,2313,2329,Land Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
114,125,136,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
114,473,484,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
115,3,17,Park Sanssouci,Location,http://de.dbpedia.org/resource/Sanssouci,
115,123,130,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
115,142,169,Kunstmuseum Dieselkraftwerk,Location,http://de.dbpedia.org/resource/Kunstmuseum_Dieselkraftwerk_Cottbus,
115,217,223,Europa,Location,http://de.dbpedia.org/resource/Europa,
115,663,673,Vattenfall,Organisation,http://de.dbpedia.org/resource/Vattenfall,
115,1102,1112,Vattenfall,Organisation,http://de.dbpedia.org/resource/Vattenfall,
115,860,869,Bundestag,Organisation,http://de.dbpedia.org/resource/Deutscher_Bundestag,
115,1477,1486,Big Apple,Location,http://de.dbpedia.org/resource/Big_Apple,
115,1654,1657,Ems,Location,http://de.dbpedia.org/resource/Ems,
115,1943,1953,Tiergarten,Location,http://de.dbpedia.org/resource/Berlin-Tiergarten,
115,1279,1285,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
115,1813,1819,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
115,2020,2026,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
116,256,267,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
116,701,720,Norden Brandenburgs,Location,http://de.dbpedia.org/resource/Brandenburg,
116,649,659,Zehlendorf,Location,http://de.dbpedia.org/resource/Zehlendorf,
116,1456,1466,Zehlendorf,Location,http://de.dbpedia.org/resource/Zehlendorf,
116,2581,2591,Zehlendorf,Location,http://de.dbpedia.org/resource/Zehlendorf,
117,273,279,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
117,1276,1279,SPD,Organisation,http://de.dbpedia.org/resource/Sozialdemokratische_Partei_Deutschlands,
117,1575,1578,SPD,Organisation,http://de.dbpedia.org/resource/Sozialdemokratische_Partei_Deutschlands,
117,1734,1737,SPD,Organisation,http://de.dbpedia.org/resource/Sozialdemokratische_Partei_Deutschlands,
117,1382,1390,Eva Högl,Person,http://de.dbpedia.org/resource/Eva_H%C3%B6gl,
117,1340,1343,NSU,Organisation,http://de.dbpedia.org/resource/Nationalsozialistischer_Untergrund,
117,1739,1744,Linke,Organisation,http://de.dbpedia.org/resource/Die_Linke,
117,1746,1749,FDP,Organisation,http://de.dbpedia.org/resource/FDP,
118,1449,1460,Rundfunkrat,Organisation,http://de.dbpedia.org/resource/Rundfunkrat,
118,1540,1551,Rundfunkrat,Organisation,http://de.dbpedia.org/resource/Rundfunkrat,
118,1761,1772,Rundfunkrat,Organisation,http://de.dbpedia.org/resource/Rundfunkrat,
118,1845,1856,Rundfunkrat,Organisation,http://de.dbpedia.org/resource/Rundfunkrat,
118,1956,1962,Bayern,Location,http://de.dbpedia.org/resource/Bayern,
118,2055,2058,ZDF,Organisation,http://de.dbpedia.org/resource/ZDF,
118,74,100,Kunstmäzen Heinz Berggruen,Person,http://de.dbpedia.org/resource/Heinz_Berggruen,
118,125,128,rbb,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
118,1360,1363,rbb,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
118,1914,1917,rbb,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
118,837,848,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
119,268,278,Lady Gagas,Person,http://de.dbpedia.org/resource/Lady_Gaga,
119,384,394,Lady Gagas,Person,http://de.dbpedia.org/resource/Lady_Gaga,
120,116,126,Haasenburg,Location,http://de.dbpedia.org/resource/Haasenburg,
120,257,260,SED,Organisation,http://de.dbpedia.org/resource/Au%C3%9Fenpolitische_Kommission_(SED),
120,620,653,Berliner Friedhof Seestraße,Location,http://de.dbpedia.org/resource/Urnenfriedhof_Seestra%C3%9Fe,
120,716,745,Bundeskanzlerin Angela Merkel,Person,http://de.dbpedia.org/resource/Angela_Merkel,
120,1045,1048,DDR,Location,http://de.dbpedia.org/resource/Deutsche_Demokratische_Republik,
120,1222,1235,DDR-Regierung,Location,http://de.dbpedia.org/resource/Ministerrat_der_DDR,
120,1361,1367,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
120,1387,1398,Stalinallee,Location,http://de.dbpedia.org/resource/Karl-Marx-Allee,
120,2155,2167,Stadtzentrum,Location,http://de.dbpedia.org/resource/Berlin-Mitte,
121,164,167,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
121,282,299,Haasenburg-Heimen,Location,http://de.dbpedia.org/resource/Haasenburg,
121,502,519,Potsdamer Landtag,Organisation,http://de.dbpedia.org/resource/Potsdamer_Stadtschloss,
121,653,692,Jugendzentrum der Haasenburg GmbH,Organisation,http://de.dbpedia.org/resource/Haasenburg,
121,697,713,Neuendorf am See,Location,http://de.dbpedia.org/resource/Neuendorf_am_See,
121,1261,1271,Haasenburg,Location,http://de.dbpedia.org/resource/Haasenburg,
121,1642,1652,Haasenburg,Location,http://de.dbpedia.org/resource/Haasenburg,
122,321,327,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
122,387,397,Tiergarten,Location,http://de.dbpedia.org/resource/Berlin-Tiergarten,
122,500,512,Barack Obama,Person,http://de.dbpedia.org/resource/Barack_Obama,
123,4,11,Landtag,Organisation,http://de.dbpedia.org/resource/Landtag,
123,744,752,Ostkreuz,Location,http://de.dbpedia.org/resource/Ostkreuz,
123,607,618,Lichtenberg,Location,http://de.dbpedia.org/resource/Lichtenberg,
123,758,769,Lichtenberg,Location,http://de.dbpedia.org/resource/Lichtenberg,
123,594,602,Ostkreuz,Location,http://de.dbpedia.org/resource/Ostkreuz,
123,811,822,Rummelsburg,Location,http://de.dbpedia.org/resource/Berlin-Rummelsburg,
123,1017,1024,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
124,561,573,Griechenland,Location,http://de.dbpedia.org/resource/Griechenland,
124,622,625,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
125,237,251,Marc Langebeck,Person,http://de.dbpedia.org/resource/Marc_Langebeck,
126,84,100,Kraftwerk Moabit,Organisation,http://de.dbpedia.org/resource/Kraftwerk_Berlin-Moabit,
126,669,679,Bebelplatz,Location,http://de.dbpedia.org/resource/Bebelplatz,
126,889,899,Schöneberg,Location,http://de.dbpedia.org/resource/Sch%C3%B6neberg,
